Time,Open,High,Low,Close,Volume
2018.01.05 10:00:00,0.98035,0.98083,0.98014,0.98074,4546
2018.01.05 11:00:00,0.98077,0.98125,0.98037,0.9812,4857
2018.01.05 12:00:00,0.9812,0.98188,0.98094,0.98112,4317
2018.01.05 13:00:00,0.9811,0.98138,0.98084,0.98121,3175
2018.01.05 14:00:00,0.98123,0.98135,0.98026,0.98075,4216
2018.01.05 15:00:00,0.98073,0.98143,0.97179,0.9718,20859
2018.01.05 16:00:00,0.97185,0.97278,0.97108,0.97136,16961
2018.01.05 17:00:00,0.9717,0.97432,0.97143,0.97388,15300
2018.01.05 18:00:00,0.97388,0.9747,0.97295,0.97422,8857
2018.01.05 19:00:00,0.9742,0.97557,0.97414,0.97529,4972
2018.01.05 20:00:00,0.97528,0.97593,0.97514,0.97545,4400
2018.01.05 21:00:00,0.97546,0.97639,0.97519,0.97629,3425
2018.01.05 22:00:00,0.9763,0.97739,0.97618,0.97727,2841
2018.01.05 23:00:00,0.97722,0.97727,0.97569,0.97592,1835
2018.01.08 00:00:00,0.97579,0.97631,0.97508,0.97589,1358
2018.01.08 01:00:00,0.97591,0.97643,0.97401,0.97404,2899
2018.01.08 02:00:00,0.97404,0.97434,0.97384,0.97414,1955
2018.01.08 03:00:00,0.97414,0.97475,0.97354,0.97419,3820
2018.01.08 04:00:00,0.97421,0.97433,0.97248,0.97276,3490
2018.01.08 05:00:00,0.97277,0.97351,0.97274,0.97316,1645
2018.01.08 06:00:00,0.97317,0.97327,0.97205,0.97234,2455
2018.01.08 07:00:00,0.97235,0.97274,0.97202,0.97253,2310
2018.01.08 08:00:00,0.97254,0.97345,0.9723,0.97315,2352
2018.01.08 09:00:00,0.97316,0.9734,0.9717,0.97184,5396
2018.01.08 10:00:00,0.97185,0.97268,0.97143,0.97203,5239
2018.01.08 11:00:00,0.97203,0.97277,0.97198,0.97276,2961
2018.01.08 12:00:00,0.97277,0.97302,0.97215,0.97225,3859
2018.01.08 13:00:00,0.97222,0.97267,0.97138,0.97247,4449
2018.01.08 14:00:00,0.97246,0.9733,0.97204,0.97296,4898
2018.01.08 15:00:00,0.97296,0.97411,0.97252,0.97387,7470
2018.01.08 16:00:00,0.97387,0.97492,0.97374,0.97435,7109
2018.01.08 17:00:00,0.97434,0.97488,0.97189,0.97334,10684
2018.01.08 18:00:00,0.97333,0.97415,0.9725,0.97374,7648
2018.01.08 19:00:00,0.97374,0.97397,0.97329,0.97379,4361
2018.01.08 20:00:00,0.97378,0.97391,0.97316,0.97351,3169
2018.01.08 21:00:00,0.97352,0.9741,0.97329,0.97397,2446
2018.01.08 22:00:00,0.97401,0.97438,0.97381,0.97424,2261
2018.01.08 23:00:00,0.97422,0.9745,0.97356,0.97369,1462
2018.01.09 00:00:00,0.97369,0.97431,0.97347,0.97347,1413
2018.01.09 01:00:00,0.97348,0.97425,0.97345,0.97388,2344
2018.01.09 02:00:00,0.97389,0.97484,0.97373,0.97456,3461
2018.01.09 03:00:00,0.97455,0.97509,0.97433,0.97509,4298
2018.01.09 04:00:00,0.97509,0.97571,0.97454,0.97503,5276
2018.01.09 05:00:00,0.97503,0.97582,0.97494,0.97555,2376
2018.01.09 06:00:00,0.97556,0.97567,0.97474,0.97476,1839
2018.01.09 07:00:00,0.97475,0.9751,0.97444,0.97476,1596
2018.01.09 08:00:00,0.97478,0.97502,0.97424,0.97424,2540
2018.01.09 09:00:00,0.97424,0.97507,0.97408,0.97441,8286
2018.01.09 10:00:00,0.97441,0.9746,0.97214,0.97332,10039
2018.01.09 11:00:00,0.97332,0.97396,0.97223,0.97228,6788
2018.01.09 12:00:00,0.97226,0.97308,0.97197,0.97289,5482
2018.01.09 13:00:00,0.97289,0.97327,0.97241,0.97301,6061
2018.01.09 14:00:00,0.973,0.97353,0.97284,0.97294,5021
2018.01.09 15:00:00,0.97295,0.9731,0.97202,0.97205,6805
2018.01.09 16:00:00,0.97204,0.97329,0.97201,0.97257,10414
2018.01.09 17:00:00,0.97255,0.9751,0.97245,0.97439,12190
2018.01.09 18:00:00,0.97439,0.97505,0.97416,0.97435,8198
2018.01.09 19:00:00,0.97436,0.97485,0.97393,0.97434,4897
2018.01.09 20:00:00,0.97435,0.97458,0.97395,0.97449,3829
2018.01.09 21:00:00,0.97449,0.97482,0.97409,0.9748,4350
2018.01.09 22:00:00,0.97482,0.97515,0.97429,0.97507,4040
2018.01.09 23:00:00,0.97512,0.97521,0.97457,0.97499,1819
2018.01.10 00:00:00,0.97499,0.97575,0.97412,0.97455,1710
2018.01.10 01:00:00,0.97459,0.97531,0.97418,0.97428,3199
2018.01.10 02:00:00,0.97429,0.97462,0.97369,0.97462,4134
2018.01.10 03:00:00,0.97462,0.97511,0.97362,0.97435,7192
2018.01.10 04:00:00,0.97435,0.97472,0.97394,0.97461,3358
2018.01.10 05:00:00,0.97458,0.97544,0.97454,0.97516,2435
2018.01.10 06:00:00,0.97517,0.97555,0.97496,0.97541,2281
2018.01.10 07:00:00,0.97543,0.97569,0.97438,0.97442,2569
2018.01.10 08:00:00,0.97441,0.97507,0.97402,0.97502,4406
2018.01.10 09:00:00,0.97501,0.97552,0.97468,0.97508,8403
2018.01.10 10:00:00,0.97507,0.97545,0.97457,0.97499,6465
2018.01.10 11:00:00,0.975,0.9758,0.97498,0.9751,5296
2018.01.10 12:00:00,0.9751,0.97755,0.97481,0.97734,14561
2018.01.10 13:00:00,0.97733,0.97793,0.97688,0.97734,12007
2018.01.10 14:00:00,0.97734,0.97776,0.97623,0.97659,9448
2018.01.10 15:00:00,0.97659,0.9783,0.97643,0.9781,11474
2018.01.10 16:00:00,0.9781,0.97947,0.97794,0.97904,12050
2018.01.10 17:00:00,0.97905,0.98024,0.97836,0.97933,13275
2018.01.10 18:00:00,0.97931,0.97996,0.97872,0.97901,8888
2018.01.10 19:00:00,0.97901,0.97919,0.97857,0.97868,5694
2018.01.10 20:00:00,0.97869,0.97965,0.97869,0.97934,4835
2018.01.10 21:00:00,0.97933,0.98573,0.97915,0.98563,18990
2018.01.10 22:00:00,0.98562,0.98576,0.98075,0.98336,11263
2018.01.10 23:00:00,0.9833,0.9839,0.98286,0.98369,2149
2018.01.11 00:00:00,0.98369,0.98408,0.98279,0.98372,2228
2018.01.11 01:00:00,0.98366,0.98418,0.98274,0.98331,2571
2018.01.11 02:00:00,0.98331,0.98803,0.98331,0.98759,8438
2018.01.11 03:00:00,0.98758,0.98836,0.98743,0.98827,6810
2018.01.11 04:00:00,0.98827,0.98857,0.98711,0.98739,4429
2018.01.11 05:00:00,0.98743,0.9876,0.98564,0.9876,7036
2018.01.11 06:00:00,0.98759,0.9881,0.9872,0.98792,3830
2018.01.11 07:00:00,0.98794,0.98903,0.98766,0.9877,4339
2018.01.11 08:00:00,0.98772,0.98825,0.98716,0.98749,4655
2018.01.11 09:00:00,0.9875,0.98811,0.98728,0.98798,6636
2018.01.11 10:00:00,0.98797,0.98989,0.98782,0.98979,7874
2018.01.11 11:00:00,0.9898,0.99015,0.98894,0.98921,7460
2018.01.11 12:00:00,0.9892,0.98935,0.9881,0.98874,6833
2018.01.11 13:00:00,0.98872,0.98997,0.98824,0.98992,6042
2018.01.11 14:00:00,0.98992,0.99006,0.98838,0.98868,8654
2018.01.11 15:00:00,0.98866,0.98869,0.98698,0.98866,15526
2018.01.11 16:00:00,0.98868,0.98951,0.98742,0.9885,13259
2018.01.11 17:00:00,0.98851,0.98851,0.98669,0.98684,13504
2018.01.11 18:00:00,0.98685,0.98795,0.98678,0.98759,8185
2018.01.11 19:00:00,0.98758,0.98843,0.98731,0.9877,5476
2018.01.11 20:00:00,0.98771,0.98866,0.9875,0.98847,7292
2018.01.11 21:00:00,0.98848,0.98879,0.98807,0.98847,5227
2018.01.11 22:00:00,0.98849,0.98871,0.98809,0.98825,3589
2018.01.11 23:00:00,0.98832,0.9907,0.98778,0.98784,2957
2018.01.12 00:00:00,0.98784,0.98864,0.98774,0.98807,1592
2018.01.12 01:00:00,0.98807,0.98829,0.98738,0.98746,3481
2018.01.12 02:00:00,0.98746,0.98873,0.98739,0.98806,5993
2018.01.12 03:00:00,0.98807,0.98849,0.98738,0.98757,5055
2018.01.12 04:00:00,0.98757,0.98775,0.98677,0.98677,3790
2018.01.12 05:00:00,0.98678,0.98715,0.98646,0.98707,2622
2018.01.12 06:00:00,0.98705,0.98789,0.98689,0.98779,2191
2018.01.12 07:00:00,0.98782,0.98812,0.98768,0.98775,2887
2018.01.12 08:00:00,0.98776,0.98842,0.98772,0.98815,2900
2018.01.12 09:00:00,0.98816,0.98895,0.98766,0.98814,6421
2018.01.12 10:00:00,0.98813,0.98815,0.98646,0.98661,10078
2018.01.12 11:00:00,0.98661,0.98716,0.98605,0.98605,8940
2018.01.12 12:00:00,0.98606,0.98644,0.98545,0.9857,5125
2018.01.12 13:00:00,0.98571,0.9862,0.98522,0.98553,5979
2018.01.12 14:00:00,0.98555,0.98633,0.98524,0.98557,6626
2018.01.12 15:00:00,0.98557,0.98616,0.98441,0.98534,21888
2018.01.12 16:00:00,0.98534,0.98623,0.98442,0.98548,20233
2018.01.12 17:00:00,0.98547,0.98731,0.98489,0.98727,15637
2018.01.12 18:00:00,0.98728,0.9881,0.98654,0.98699,13321
2018.01.12 19:00:00,0.98698,0.98719,0.98641,0.98645,5767
2018.01.12 20:00:00,0.98644,0.98684,0.9848,0.98641,8085
2018.01.12 21:00:00,0.98643,0.98815,0.98639,0.9878,9001
2018.01.12 22:00:00,0.9878,0.98809,0.98661,0.9868,4144
2018.01.12 23:00:00,0.98678,0.988,0.98582,0.9863,2619
2018.01.15 00:00:00,0.98464,0.98662,0.98397,0.98458,2098
2018.01.15 01:00:00,0.9846,0.98584,0.9846,0.98536,3527
2018.01.15 02:00:00,0.98536,0.9867,0.98526,0.98654,6779
2018.01.15 03:00:00,0.98655,0.98838,0.98648,0.98809,9065
2018.01.15 04:00:00,0.98809,0.98833,0.98724,0.98787,6830
2018.01.15 05:00:00,0.98788,0.98886,0.98754,0.98873,4516
2018.01.15 06:00:00,0.98873,0.98916,0.98859,0.98906,4363
2018.01.15 07:00:00,0.98907,0.99017,0.98899,0.98989,7241
2018.01.15 08:00:00,0.98989,0.9901,0.98931,0.98949,6696
2018.01.15 09:00:00,0.98953,0.9898,0.98842,0.98871,7715
2018.01.15 10:00:00,0.98871,0.98945,0.98846,0.98864,6521
2018.01.15 11:00:00,0.98864,0.9894,0.98822,0.98891,7978
2018.01.15 12:00:00,0.98892,0.98905,0.9878,0.98795,7384
2018.01.15 13:00:00,0.98796,0.98859,0.98739,0.98817,5591
2018.01.15 14:00:00,0.98817,0.98902,0.98741,0.98771,4967
2018.01.15 15:00:00,0.98771,0.98935,0.98767,0.98887,8843
2018.01.15 16:00:00,0.98886,0.98993,0.98865,0.98949,8403
2018.01.15 17:00:00,0.98949,0.99009,0.9886,0.98915,8006
2018.01.15 18:00:00,0.98914,0.98998,0.98884,0.98968,7870
2018.01.15 19:00:00,0.98967,0.99034,0.98927,0.9895,4720
2018.01.15 20:00:00,0.9895,0.99031,0.98911,0.99008,9801
2018.01.15 21:00:00,0.99006,0.99072,0.98985,0.99005,16608
2018.01.15 22:00:00,0.99004,0.99041,0.98949,0.98995,17297
2018.01.15 23:00:00,0.98996,0.99026,0.98924,0.98974,3153
2018.01.16 00:00:00,0.98974,0.99003,0.98919,0.9896,2826
2018.01.16 01:00:00,0.98963,0.99009,0.98907,0.98927,2982
2018.01.16 02:00:00,0.98927,0.98996,0.98876,0.98922,4162
2018.01.16 03:00:00,0.98922,0.98971,0.98909,0.98929,4848
2018.01.16 04:00:00,0.98929,0.99096,0.98924,0.99044,4736
2018.01.16 05:00:00,0.99046,0.99055,0.98978,0.98992,3126
2018.01.16 06:00:00,0.9899,0.9902,0.98967,0.98989,2429
2018.01.16 07:00:00,0.9899,0.9902,0.98937,0.9898,2525
2018.01.16 08:00:00,0.98979,0.99034,0.98934,0.98983,5003
2018.01.16 09:00:00,0.98982,0.98986,0.98913,0.9896,12151
2018.01.16 10:00:00,0.98961,0.99032,0.98824,0.98866,8338
2018.01.16 11:00:00,0.98865,0.98911,0.98828,0.98836,8232
2018.01.16 12:00:00,0.98835,0.9886,0.98769,0.98827,8530
2018.01.16 13:00:00,0.98826,0.98961,0.98804,0.98938,5864
2018.01.16 14:00:00,0.98939,0.98941,0.98775,0.98816,6024
2018.01.16 15:00:00,0.98815,0.98821,0.98704,0.98737,9420
2018.01.16 16:00:00,0.98738,0.98745,0.98588,0.98594,10737
2018.01.16 17:00:00,0.98594,0.98794,0.98585,0.98736,12949
2018.01.16 18:00:00,0.98739,0.98864,0.98602,0.98833,11812
2018.01.16 19:00:00,0.98836,0.98889,0.98819,0.9886,6111
2018.01.16 20:00:00,0.9886,0.98909,0.98838,0.98854,5612
2018.01.16 21:00:00,0.98855,0.98991,0.98765,0.98921,8758
2018.01.16 22:00:00,0.98921,0.98993,0.9889,0.98984,4577
2018.01.16 23:00:00,0.98976,0.99004,0.98919,0.98934,1971
2018.01.17 00:00:00,0.98934,0.98971,0.98803,0.9895,1682
2018.01.17 01:00:00,0.98943,0.99066,0.98934,0.99029,3041
2018.01.17 02:00:00,0.9903,0.99283,0.98999,0.9925,8283
2018.01.17 03:00:00,0.99251,0.99284,0.992,0.99206,7556
2018.01.17 04:00:00,0.99206,0.99274,0.99182,0.99184,5258
2018.01.17 05:00:00,0.99184,0.99188,0.99082,0.99094,4834
2018.01.17 06:00:00,0.99094,0.99135,0.99009,0.9903,4800
2018.01.17 07:00:00,0.99031,0.99066,0.98971,0.98982,4909
2018.01.17 08:00:00,0.9898,0.99047,0.98936,0.98971,5572
2018.01.17 09:00:00,0.9897,0.99047,0.98926,0.98989,10824
2018.01.17 10:00:00,0.98989,0.9924,0.98986,0.99235,10154
2018.01.17 11:00:00,0.99235,0.99324,0.99209,0.99281,7170
2018.01.17 12:00:00,0.99279,0.99357,0.99232,0.99289,7283
2018.01.17 13:00:00,0.99289,0.99294,0.99134,0.99199,5919
2018.01.17 14:00:00,0.99199,0.99225,0.9909,0.9917,6716
2018.01.17 15:00:00,0.99171,0.99193,0.99078,0.99149,10585
2018.01.17 16:00:00,0.99149,0.99804,0.98869,0.99299,14467
2018.01.17 17:00:00,0.99299,0.99733,0.98747,0.99384,26499
2018.01.17 18:00:00,0.99383,0.99633,0.99303,0.99308,18459
2018.01.17 19:00:00,0.99308,0.9931,0.9911,0.99251,11594
2018.01.17 20:00:00,0.9925,0.99342,0.99114,0.99333,10007
2018.01.17 21:00:00,0.99332,0.99391,0.99252,0.99344,8788
2018.01.17 22:00:00,0.99342,0.99437,0.99236,0.99339,11909
2018.01.17 23:00:00,0.99333,0.99341,0.9908,0.99094,4828
2018.01.18 00:00:00,0.99094,0.99131,0.98964,0.99052,3660
2018.01.18 01:00:00,0.99049,0.99226,0.99042,0.99183,3626
2018.01.18 02:00:00,0.99185,0.9935,0.98991,0.9901,11384
2018.01.18 03:00:00,0.99011,0.99174,0.98991,0.99144,8507
2018.01.18 04:00:00,0.99145,0.99183,0.9908,0.99139,5938
2018.01.18 05:00:00,0.99139,0.9914,0.99026,0.99065,4513
2018.01.18 06:00:00,0.99064,0.99169,0.99059,0.99138,4063
2018.01.18 07:00:00,0.99139,0.99194,0.99115,0.99181,4962
2018.01.18 08:00:00,0.9918,0.99287,0.99169,0.99249,5431
2018.01.18 09:00:00,0.99249,0.99335,0.99166,0.99217,9713
2018.01.18 10:00:00,0.99217,0.99281,0.99209,0.99281,7925
2018.01.18 11:00:00,0.99281,0.99331,0.99226,0.99227,5352
2018.01.18 12:00:00,0.99227,0.99348,0.99172,0.99348,5312
2018.01.18 13:00:00,0.99348,0.99577,0.99309,0.99433,7986
2018.01.18 14:00:00,0.99432,0.99511,0.99388,0.99436,6344
2018.01.18 15:00:00,0.99434,0.99696,0.99411,0.99667,11494
2018.01.18 16:00:00,0.99668,0.9976,0.9964,0.99693,12618
2018.01.18 17:00:00,0.99693,0.99762,0.99563,0.9957,13559
2018.01.18 18:00:00,0.99571,0.99578,0.99414,0.99444,14119
2018.01.18 19:00:00,0.99442,0.99491,0.99353,0.99447,8483
2018.01.18 20:00:00,0.99447,0.99464,0.99354,0.99395,6968
2018.01.18 21:00:00,0.99394,0.9944,0.99377,0.9942,4450
2018.01.18 22:00:00,0.9942,0.99435,0.99279,0.99311,6997
2018.01.18 23:00:00,0.99311,0.99413,0.99274,0.99316,3029
2018.01.19 00:00:00,0.99316,0.99334,0.99229,0.99267,1594
2018.01.19 01:00:00,0.99262,0.99384,0.99252,0.99353,3773
2018.01.19 02:00:00,0.99355,0.99465,0.99342,0.99389,7392
2018.01.19 03:00:00,0.99389,0.9951,0.99379,0.99499,7041
2018.01.19 04:00:00,0.99497,0.99546,0.99455,0.99529,5912
2018.01.19 05:00:00,0.99529,0.99549,0.99474,0.99511,5056
2018.01.19 06:00:00,0.99512,0.99569,0.99489,0.99565,2946
2018.01.19 07:00:00,0.99564,0.9958,0.99448,0.99497,3020
2018.01.19 08:00:00,0.99497,0.99564,0.99494,0.99548,4473
2018.01.19 09:00:00,0.9955,0.99603,0.99492,0.99596,9539
2018.01.19 10:00:00,0.99595,0.99714,0.99577,0.99657,10360
2018.01.19 11:00:00,0.99658,0.99684,0.99511,0.99558,7494
2018.01.19 12:00:00,0.99561,0.99605,0.9949,0.99513,5899
2018.01.19 13:00:00,0.99512,0.99559,0.99467,0.9953,5415
2018.01.19 14:00:00,0.99531,0.99649,0.99498,0.99639,4638
2018.01.19 15:00:00,0.99639,0.99682,0.99482,0.99506,13819
2018.01.19 16:00:00,0.99505,0.99622,0.9949,0.99559,11657
2018.01.19 17:00:00,0.99554,0.99687,0.99549,0.99625,11772
2018.01.19 18:00:00,0.99622,0.99684,0.99567,0.99656,9797
2018.01.19 19:00:00,0.99656,0.99808,0.99619,0.99784,7193
2018.01.19 20:00:00,0.99786,0.99848,0.99698,0.99844,5523
2018.01.19 21:00:00,0.99843,0.99885,0.99808,0.99856,4501
2018.01.19 22:00:00,0.99858,1.00008,0.99847,0.99973,4016
2018.01.19 23:00:00,0.99983,1.00002,0.99725,0.99909,3773
2018.01.22 00:00:00,0.99769,0.9985,0.99756,0.99803,2019
2018.01.22 01:00:00,0.99802,0.99909,0.99797,0.99903,3190
2018.01.22 02:00:00,0.99903,0.99923,0.9976,0.99769,4640
2018.01.22 03:00:00,0.99769,0.99778,0.99679,0.99694,5694
2018.01.22 04:00:00,0.99692,0.99809,0.99674,0.998,3789
2018.01.22 05:00:00,0.99799,0.99813,0.9976,0.99791,2534
2018.01.22 06:00:00,0.99792,0.99802,0.99731,0.99742,2398
2018.01.22 07:00:00,0.99743,0.99796,0.99706,0.99777,2258
2018.01.22 08:00:00,0.99778,0.99783,0.99693,0.99699,3037
2018.01.22 09:00:00,0.99699,0.99727,0.99653,0.99715,5534
2018.01.22 10:00:00,0.99715,0.99781,0.99711,0.99756,5712
2018.01.22 11:00:00,0.99756,0.99913,0.99751,0.99902,5305
2018.01.22 12:00:00,0.99902,0.99945,0.99856,0.99914,4532
2018.01.22 13:00:00,0.99917,0.99938,0.99824,0.99846,4015
2018.01.22 14:00:00,0.99845,0.99899,0.99827,0.99869,3988
2018.01.22 15:00:00,0.99871,0.99951,0.99838,0.99901,5898
2018.01.22 16:00:00,0.999,0.99918,0.99733,0.99795,6638
2018.01.22 17:00:00,0.99794,0.99896,0.9976,0.9982,7854
2018.01.22 18:00:00,0.99821,0.99866,0.99739,0.99739,7045
2018.01.22 19:00:00,0.99739,0.99776,0.9971,0.99728,5139
2018.01.22 20:00:00,0.99727,0.99785,0.99701,0.99782,3170
2018.01.22 21:00:00,0.99784,0.99809,0.99736,0.99764,3409
2018.01.22 22:00:00,0.99762,0.99855,0.99762,0.998,3133
2018.01.22 23:00:00,0.99803,0.99839,0.99729,0.99729,3091
2018.01.23 00:00:00,0.99729,0.99774,0.99692,0.99708,1167
2018.01.23 01:00:00,0.9971,0.99764,0.9969,0.99713,2892
2018.01.23 02:00:00,0.99712,0.99821,0.99699,0.99818,3642
2018.01.23 03:00:00,0.99818,0.99883,0.99763,0.9981,4272
2018.01.23 04:00:00,0.99811,0.99816,0.99592,0.99608,4722
2018.01.23 05:00:00,0.99605,0.99641,0.99478,0.99484,7115
2018.01.23 06:00:00,0.99483,0.99499,0.99439,0.9949,3521
2018.01.23 07:00:00,0.99494,0.99553,0.99459,0.99515,2731
2018.01.23 08:00:00,0.99515,0.99545,0.99416,0.99473,5579
2018.01.23 09:00:00,0.99474,0.99489,0.99345,0.99351,8997
2018.01.23 10:00:00,0.99349,0.99488,0.9934,0.99412,8833
2018.01.23 11:00:00,0.99411,0.99425,0.99344,0.99406,4717
2018.01.23 12:00:00,0.99409,0.99506,0.99385,0.99394,4859
2018.01.23 13:00:00,0.99393,0.99469,0.99264,0.99313,8141
2018.01.23 14:00:00,0.99314,0.99498,0.99311,0.99453,6062
2018.01.23 15:00:00,0.99453,0.99525,0.99432,0.99446,7008
2018.01.23 16:00:00,0.99446,0.99614,0.99388,0.99539,10110
2018.01.23 17:00:00,0.99539,0.99613,0.99404,0.99442,13519
2018.01.23 18:00:00,0.99443,0.99518,0.99389,0.99437,8946
2018.01.23 19:00:00,0.99436,0.99539,0.99411,0.99487,4575
2018.01.23 20:00:00,0.99486,0.99506,0.99335,0.99424,6022
2018.01.23 21:00:00,0.99427,0.99453,0.99377,0.99426,4082
2018.01.23 22:00:00,0.99427,0.99442,0.99368,0.99385,3327
2018.01.23 23:00:00,0.99379,0.99416,0.99305,0.99309,2615
2018.01.24 00:00:00,0.99309,0.99405,0.99299,0.99339,1233
2018.01.24 01:00:00,0.99334,0.99391,0.99314,0.99365,2668
2018.01.24 02:00:00,0.99363,0.99386,0.99282,0.99372,3991
2018.01.24 03:00:00,0.99373,0.9943,0.99339,0.99367,4434
